GA Version,k,Pop,Gens,Seeds,Selection,Crossover,PX,Mutator,PM,Problem Instance,Num Edges,Num Vertices,Num Odd Edge Vertices,Sum Edges,,Best Total Travel Distance,Best Longest Route,Average Best Per Seed,Standard Dev Subtour Distance,Time Sec,Best Seed,Best Tour
original,4,1000,1000,30,1,2,0.99,2,0.4,howe5,141,58,22,724.59,0,1179.14,296.485,1276.49,52.1914,41146,7284,"{{0, 5, 15, 25, 19, 33, 31, 21, 11, 3, 8, 3, 13, 11, 3, 8, 22, 10, 22, 20, 16, 6, 16, 26, 20, 32, 28, 38, 52, 40, 36, 26, 30, 20, 10, 12, 2, 9, 11, 7, 1, 4, 14, 18, 28, 34, 44, 34, 38, 40, 50, 52, 40, 30, 32, 18, 20, 18, 8, 4, 1, 3, 2, 0}: 293.806458, {0, 6, 0, 5, 2, 9, 19, 29, 43, 39, 53, 51, 57, 47, 37, 27, 17, 7, 11, 23, 19, 23, 11, 13, 2, 13, 9, 23, 21, 33, 29, 39, 49, 51, 47, 57, 47, 41, 53, 41, 51, 41, 43, 31, 33, 29, 39, 49, 55, 45, 35, 25, 35, 39, 41, 37, 31, 21, 11, 3, 12, 8, 18, 22, 10, 2, 0}: 294.074707, {0, 6, 10, 8, 3, 4, 14, 24, 18, 24, 34, 44, 48, 54, 48, 50, 56, 46, 50, 52, 48, 38, 42, 28, 38, 34, 28, 30, 20, 10, 16, 26, 36, 46, 40, 42, 30, 36, 26, 16, 6, 2, 0, 5, 15, 25, 35, 29, 25, 15, 9, 2, 10, 2, 9, 5, 0}: 294.772736, {0, 2, 13, 11, 21, 17, 27, 31, 43, 39, 45, 49, 53, 39, 43, 41, 39, 41, 31, 29, 19, 21, 27, 21, 33, 19, 15, 19, 9, 11, 21, 11, 17, 7, 1, 3, 12, 10, 20, 32, 28, 24, 34, 44, 54, 44, 38, 42, 30, 32, 18, 14, 8, 12, 3, 7, 3, 2, 0}: 296.485474}"
original,8,1000,1000,30,1,2,0.99,2,0.4,howe5,141,58,22,724.59,0,1586.38,201.112,1712,57.4664,197351,2652,"{{0, 2, 13, 3, 8, 18, 20, 26, 36, 26, 30, 28, 32, 20, 10, 2, 10, 12, 3, 1, 4, 14, 8, 3, 7, 17, 21, 31, 43, 41, 47, 57, 47, 51, 49, 53, 39, 29, 19, 9, 5, 0}: 198.742752, {0, 6, 16, 26, 16, 10, 20, 30, 42, 40, 46, 40, 52, 38, 34, 38, 48, 52, 38, 44, 38, 42, 28, 24, 18, 28, 42, 30, 40, 30, 20, 22, 8, 3, 11, 21, 33, 19, 25, 15, 5, 0}: 193.983597, {0, 2, 12, 8, 18, 28, 42, 30, 26, 36, 46, 50, 52, 48, 54, 44, 34, 28, 32, 18, 14, 4, 1, 7, 1, 3, 2, 9, 19, 29, 39, 45, 35, 45, 49, 39, 29, 19, 23, 11, 9, 2, 0}: 199.172195, {0, 6, 10, 22, 20, 32, 20, 22, 8, 22, 20, 16, 20, 30, 40, 38, 28, 18, 14, 4, 3, 11, 21, 27, 21, 11, 23, 19, 33, 29, 31, 41, 51, 41, 53, 39, 29, 19, 9, 2, 12, 2, 5, 0}: 198.043686, {0, 6, 10, 22, 18, 24, 34, 24, 14, 8, 10, 2, 9, 15, 25, 35, 39, 49, 55, 49, 39, 41, 53, 51, 57, 51, 41, 31, 21, 23, 21, 31, 37, 27, 17, 21, 19, 9, 2, 0}: 201.111877, {0, 2, 13, 2, 10, 20, 18, 28, 38, 52, 50, 56, 50, 40, 52, 38, 28, 34, 44, 48, 52, 40, 30, 32, 20, 26, 36, 46, 50, 48, 44, 54, 44, 38, 40, 36, 26, 16, 6, 0, 5, 0}: 199.874924, {0, 5, 15, 25, 35, 39, 53, 51, 47, 51, 53, 39, 43, 41, 31, 21, 23, 9, 13, 11, 7, 17, 11, 7, 17, 27, 37, 27, 31, 33, 19, 9, 2, 6, 0, 5, 15, 25, 29, 35, 25, 15, 5, 0}: 197.875153, {0, 6, 16, 26, 36, 46, 56, 46, 36, 30, 28, 24, 14, 4, 8, 4, 3, 13, 9, 19, 15, 25, 35, 45, 55, 45, 39, 29, 43, 41, 37, 47, 37, 27, 31, 21, 11, 13, 9, 19, 9, 2, 0}: 197.574234}"
original,1,1000,1000,30,1,2,0.99,2,0.4,ktruss1,45,22,10,208.394,0,235.832,235.832,237.743,2.51451,22466.5,3116,"{{0, 6, 20, 10, 8, 12, 3, 1, 4, 12, 1, 15, 3, 8, 18, 4, 1, 7, 21, 11, 15, 7, 15, 11, 17, 3, 11, 9, 13, 5, 0, 2, 17, 9, 19, 5, 13, 2, 9, 13, 0, 6, 14, 10, 16, 3, 2, 10, 8, 16, 2, 14, 0}: 235.832428}"
original,2,1000,1000,30,1,2,0.99,2,0.4,ktruss1,45,22,10,208.394,0,235.832,119.039,249.048,6.80137,24712.3,9963,"{{0, 14, 6, 0, 2, 14, 10, 8, 12, 3, 15, 1, 4, 12, 1, 3, 8, 16, 3, 17, 11, 9, 2, 17, 9, 13, 5, 0}: 119.039406, {0, 6, 20, 10, 16, 2, 3, 11, 15, 11, 21, 7, 15, 7, 1, 4, 18, 8, 10, 2, 13, 9, 19, 5, 13, 0}: 116.793030}"
original,4,1000,1000,30,1,2,0.99,2,0.4,ktruss1,45,22,10,208.394,0,249.736,62.862,280.407,15.2778,27980.4,2652,"{{0, 2, 3, 15, 1, 7, 1, 4, 12, 8, 16, 2, 9, 13, 0}: 61.729816, {0, 6, 20, 10, 8, 18, 4, 12, 8, 3, 16, 10, 14, 6, 0}: 62.282509, {0, 5, 13, 2, 17, 3, 1, 12, 3, 11, 9, 19, 5, 0}: 62.861988, {0, 14, 2, 9, 17, 11, 15, 7, 21, 11, 3, 2, 10, 14, 0}: 62.861992}"
original,8,1000,1000,30,1,2,0.99,2,0.4,ktruss1,45,22,10,208.394,0,367.416,47.0542,391.352,9.11753,41000.4,3472,"{{0, 2, 3, 12, 4, 18, 8, 16, 2, 0}: 47.054222, {0, 2, 17, 11, 21, 7, 15, 11, 17, 2, 0}: 46.291718, {0, 13, 9, 17, 11, 15, 1, 12, 8, 16, 2, 0}: 46.871193, {0, 14, 10, 16, 2, 9, 2, 10, 20, 6, 0}: 43.615826, {0, 13, 2, 10, 8, 3, 16, 2, 14, 6, 0}: 44.729820, {0, 2, 3, 15, 7, 1, 3, 17, 2, 0}: 45.922054, {0, 2, 3, 1, 4, 12, 8, 16, 10, 14, 0}: 45.922054, {0, 5, 13, 9, 11, 3, 11, 9, 19, 5, 0}: 47.008968}"
original,1,1000,1000,30,1,2,0.99,2,0.4,ktruss2,79,36,14,350.821,0,394.259,394.259,402.394,4.79415,47484.4,6899,"{{0, 2, 13, 0, 5, 19, 5, 0, 6, 14, 10, 16, 2, 10, 30, 8, 26, 22, 32, 18, 26, 18, 4, 1, 15, 7, 21, 7, 1, 12, 8, 10, 24, 34, 20, 28, 6, 20, 28, 24, 30, 22, 8, 3, 11, 31, 9, 23, 33, 19, 27, 23, 31, 25, 11, 25, 29, 21, 35, 25, 23, 9, 11, 15, 3, 16, 8, 10, 28, 24, 22, 26, 4, 12, 3, 2, 17, 3, 1, 7, 29, 11, 17, 9, 27, 5, 13, 9, 2, 14, 0}: 394.259186}"
original,2,1000,1000,30,1,2,0.99,2,0.4,ktruss2,79,36,14,350.821,0,409.481,205.534,434.207,13.7045,53943.5,8115,"{{0, 5, 27, 19, 27, 9, 11, 25, 31, 11, 29, 7, 1, 3, 2, 13, 5, 19, 33, 23, 27, 23, 31, 9, 13, 0, 2, 9, 17, 9, 23, 25, 29, 21, 7, 1, 12, 4, 26, 8, 30, 10, 24, 34, 20, 6, 0}: 205.533585, {0, 14, 2, 16, 3, 16, 8, 12, 3, 15, 1, 4, 18, 26, 22, 24, 10, 2, 17, 3, 11, 15, 7, 21, 35, 25, 11, 15, 11, 17, 3, 8, 10, 28, 6, 20, 28, 24, 30, 22, 32, 18, 26, 22, 8, 16, 10, 14, 6, 0}: 203.946976}"
original,4,1000,1000,30,1,2,0.99,2,0.4,ktruss2,79,36,14,350.821,0,478.063,120.461,512.093,20.3814,62758.9,8647,"{{0, 5, 19, 33, 23, 31, 11, 9, 17, 2, 10, 8, 16, 2, 9, 31, 25, 29, 11, 25, 23, 27, 9, 13, 5, 27, 5, 0}: 118.882004, {0, 6, 20, 34, 24, 10, 16, 3, 11, 25, 35, 21, 7, 1, 15, 7, 29, 21, 7, 15, 11, 17, 2, 13, 5, 19, 27, 5, 0}: 118.539421, {0, 2, 3, 8, 22, 26, 4, 1, 15, 3, 17, 3, 1, 12, 4, 18, 32, 22, 26, 8, 30, 24, 28, 6, 0, 13, 0}: 120.461182, {0, 13, 9, 23, 9, 2, 14, 6, 20, 28, 10, 30, 22, 24, 28, 10, 16, 8, 12, 8, 30, 22, 26, 18, 4, 12, 3, 16, 10, 14, 0}: 120.180786}"
original,8,1000,1000,30,1,2,0.99,2,0.4,ktruss2,79,36,14,350.821,0,592.242,76.3962,645.897,28.8508,74890.6,7284,"{{0, 13, 9, 31, 11, 15, 7, 1, 4, 18, 32, 22, 30, 8, 16, 10, 14, 0}: 69.679260, {0, 5, 13, 9, 17, 3, 1, 15, 3, 2, 10, 30, 24, 28, 20, 34, 20, 6, 0}: 75.405716, {0, 2, 13, 9, 11, 17, 3, 12, 1, 7, 21, 29, 11, 31, 23, 27, 5, 0}: 75.617355, {0, 13, 9, 23, 25, 29, 7, 29, 25, 11, 3, 2, 10, 2, 9, 27, 5, 0}: 76.396210, {0, 14, 10, 8, 26, 4, 26, 18, 4, 12, 1, 12, 3, 17, 2, 14, 6, 0}: 76.249222, {0, 2, 16, 3, 8, 12, 4, 26, 22, 30, 22, 8, 3, 11, 31, 23, 27, 19, 5, 0}: 74.643204, {0, 13, 5, 27, 23, 25, 29, 21, 35, 25, 31, 23, 33, 19, 5, 0}: 68.590271, {0, 6, 28, 24, 10, 28, 24, 34, 24, 22, 8, 10, 14, 2, 14, 0}: 75.660553}"
original,1,1000,1000,30,1,2,0.99,2,0.4,ktruss3,113,50,18,493.248,0,552.686,552.686,568.271,8.91918,80705.5,3914,"{{0, 2, 3, 17, 2, 9, 17, 11, 25, 29, 11, 9, 23, 37, 47, 33, 19, 27, 9, 23, 41, 37, 39, 45, 37, 41, 33, 41, 19, 5, 13, 0, 6, 20, 34, 42, 20, 34, 48, 38, 42, 24, 44, 22, 40, 36, 22, 30, 10, 24, 38, 44, 36, 38, 36, 46, 32, 18, 4, 1, 12, 8, 30, 24, 28, 20, 6, 0, 5, 27, 23, 45, 25, 31, 11, 25, 39, 49, 35, 43, 39, 43, 21, 7, 15, 3, 1, 15, 11, 3, 12, 4, 18, 32, 40, 18, 26, 4, 1, 7, 29, 21, 35, 43, 25, 23, 31, 9, 13, 2, 16, 8, 22, 26, 8, 10, 16, 3, 8, 22, 24, 10, 14, 2, 10, 28, 6, 14, 0}: 552.686096}"
original,2,1000,1000,30,1,2,0.99,2,0.4,ktruss3,113,50,18,493.248,0,619.182,309.678,660.199,26.6306,24552.2,8158,"{{0, 13, 9, 17, 3, 12, 4, 18, 40, 36, 38, 24, 28, 20, 34, 48, 38, 42, 34, 20, 6, 28, 10, 16, 2, 0, 5, 13, 9, 23, 37, 47, 33, 41, 37, 45, 25, 43, 21, 35, 43, 39, 25, 39, 37, 41, 19, 27, 23, 9, 31, 25, 11, 3, 1, 4, 26, 18, 40, 32, 18, 26, 8, 16, 10, 24, 30, 24, 42, 20, 6, 0, 14, 0}: 309.677979, {0, 5, 13, 2, 3, 16, 3, 15, 7, 21, 7, 1, 7, 29, 11, 9, 2, 14, 6, 14, 10, 8, 30, 22, 36, 46, 32, 18, 26, 22, 24, 42, 38, 44, 24, 28, 24, 44, 22, 40, 36, 44, 22, 8, 30, 10, 2, 17, 11, 15, 1, 12, 8, 3, 17, 11, 31, 23, 25, 29, 21, 35, 49, 39, 45, 23, 41, 33, 19, 5, 27, 9, 13, 0}: 309.504486}"
original,4,1000,1000,30,1,2,0.99,2,0.4,ktruss3,113,50,18,493.248,0,735.625,187.244,808.074,34.6189,30914.9,7537,"{{0, 6, 14, 10, 28, 20, 34, 42, 38, 48, 34, 42, 24, 44, 36, 46, 36, 22, 24, 10, 16, 8, 30, 24, 28, 24, 44, 22, 8, 12, 3, 15, 7, 21, 35, 43, 25, 31, 11, 3, 2, 17, 2, 0}: 185.271362, {0, 14, 2, 13, 5, 27, 9, 23, 45, 25, 11, 3, 8, 30, 8, 10, 24, 30, 22, 36, 40, 32, 46, 32, 18, 26, 8, 12, 1, 7, 21, 43, 39, 49, 39, 25, 23, 37, 47, 33, 19, 5, 0}: 187.243698, {0, 14, 10, 30, 22, 40, 18, 26, 4, 12, 1, 7, 21, 29, 21, 35, 49, 35, 43, 39, 25, 11, 17, 9, 23, 45, 37, 41, 19, 33, 41, 23, 31, 11, 29, 7, 1, 4, 26, 22, 24, 38, 42, 20, 6, 0}: 185.200211, {0, 6, 20, 28, 6, 0, 5, 19, 27, 23, 37, 39, 45, 25, 29, 21, 35, 21, 7, 1, 4, 18, 40, 36, 38, 44, 22, 30, 10, 2, 9, 11, 15, 1, 3, 17, 3, 16, 2, 9, 31, 9, 13, 0}: 177.909378}"
original,8,1000,1000,30,1,2,0.99,2,0.4,ktruss3,113,50,18,493.248,0,981.464,124.601,1038.69,39.6439,135043,3520,"{{0, 14, 10, 30, 24, 42, 38, 24, 10, 8, 22, 36, 40, 36, 44, 24, 30, 8, 30, 22, 26, 22, 30, 8, 12, 8, 16, 2, 10, 14, 6, 0}: 118.724808, {0, 6, 20, 42, 34, 48, 34, 42, 38, 44, 22, 40, 32, 18, 4, 12, 3, 11, 15, 7, 29, 21, 35, 43, 35, 21, 29, 11, 3, 2, 0}: 122.037582, {0, 6, 20, 34, 42, 38, 24, 44, 22, 8, 3, 11, 25, 39, 49, 35, 21, 7, 1, 12, 1, 4, 26, 8, 3, 16, 2, 13, 5, 0}: 122.311142, {0, 5, 19, 33, 47, 37, 41, 23, 37, 39, 43, 21, 43, 39, 45, 23, 9, 2, 10, 24, 22, 36, 38, 48, 34, 20, 6, 0}: 123.370956, {0, 14, 10, 16, 10, 24, 28, 20, 6, 0, 2, 17, 9, 31, 25, 43, 25, 23, 27, 19, 33, 47, 33, 19, 5, 13, 0, 14, 2, 0}: 124.601021, {0, 5, 27, 19, 33, 41, 23, 31, 23, 45, 25, 39, 25, 23, 31, 11, 31, 9, 23, 9, 11, 29, 11, 17, 2, 10, 28, 20, 6, 0}: 122.295090, {0, 2, 17, 11, 17, 3, 1, 4, 26, 18, 4, 1, 15, 3, 12, 4, 18, 32, 40, 18, 40, 32, 46, 36, 44, 24, 10, 14, 0}: 123.698677, {0, 13, 9, 27, 9, 31, 11, 25, 29, 21, 7, 1, 7, 21, 35, 49, 35, 43, 39, 37, 45, 37, 41, 19, 5, 0, 6, 28, 6, 14, 0}: 124.425140}"
original,1,1000,1000,30,1,2,0.99,2,0.4,ktruss4,147,64,22,635.675,0,733.035,733.035,766.995,21.2004,125421,8115,"{{0, 2, 17, 9, 13, 5, 0, 5, 13, 9, 11, 31, 23, 41, 19, 33, 55, 51, 59, 53, 63, 49, 57, 49, 35, 57, 53, 39, 25, 29, 21, 7, 15, 11, 17, 3, 11, 25, 39, 43, 21, 35, 43, 25, 31, 9, 27, 23, 45, 37, 41, 33, 47, 55, 51, 61, 47, 55, 37, 59, 39, 57, 53, 51, 37, 23, 25, 45, 39, 37, 23, 9, 2, 14, 10, 8, 12, 4, 1, 15, 1, 3, 15, 11, 29, 7, 1, 12, 3, 16, 8, 30, 24, 28, 6, 20, 28, 10, 16, 2, 3, 8, 22, 30, 24, 44, 38, 36, 58, 52, 56, 48, 56, 38, 24, 22, 36, 50, 36, 40, 32, 54, 36, 38, 42, 34, 20, 6, 0, 5, 27, 19, 5, 0, 14, 6, 20, 42, 24, 10, 8, 26, 4, 18, 40, 32, 46, 54, 50, 52, 62, 48, 34, 56, 52, 38, 58, 50, 60, 46, 32, 18, 26, 22, 44, 36, 40, 22, 30, 10, 2, 13, 0}: 733.035156}"
original,2,1000,1000,30,1,2,0.99,2,0.4,ktruss4,147,64,22,635.675,0,873.698,437.859,948.209,40.6813,37265.2,8647,"{{0, 2, 3, 1, 4, 1, 12, 8, 26, 22, 30, 8, 3, 16, 8, 12, 4, 18, 26, 18, 32, 54, 50, 52, 62, 52, 38, 24, 28, 20, 34, 42, 24, 22, 24, 30, 10, 14, 10, 16, 2, 17, 3, 11, 25, 29, 25, 39, 53, 63, 49, 35, 21, 7, 15, 11, 15, 1, 7, 29, 21, 35, 57, 39, 43, 39, 37, 23, 25, 31, 11, 17, 2, 9, 23, 45, 37, 59, 37, 55, 51, 53, 39, 45, 25, 43, 21, 29, 11, 9, 23, 41, 33, 19, 27, 19, 41, 37, 23, 31, 9, 13, 0}: 435.839294, {0, 14, 10, 2, 13, 5, 19, 33, 55, 51, 37, 23, 31, 11, 15, 3, 12, 4, 26, 22, 30, 10, 28, 24, 44, 38, 36, 54, 50, 52, 56, 48, 62, 48, 34, 42, 38, 58, 36, 50, 54, 46, 32, 40, 36, 22, 44, 36, 58, 52, 38, 58, 50, 60, 46, 32, 18, 40, 22, 8, 10, 14, 6, 20, 34, 56, 38, 42, 20, 28, 24, 10, 14, 2, 17, 9, 27, 23, 37, 59, 53, 57, 49, 63, 49, 35, 43, 39, 59, 51, 61, 47, 55, 47, 33, 41, 23, 27, 5, 0, 6, 28, 6, 0, 13, 2, 0}: 437.858673}"
original,4,1000,1000,30,1,2,0.99,2,0.4,ktruss4,147,64,22,635.675,0,1087.14,275.508,1184.31,49.6742,45774.9,7537,"{{0, 14, 6, 14, 10, 24, 42, 34, 42, 38, 44, 24, 28, 20, 42, 20, 28, 10, 30, 22, 44, 38, 52, 56, 52, 38, 58, 50, 54, 32, 18, 4, 1, 7, 15, 3, 2, 9, 31, 9, 2, 13, 9, 17, 11, 25, 43, 35, 21, 29, 25, 39, 57, 35, 43, 39, 57, 49, 57, 53, 59, 37, 45, 23, 27, 19, 5, 0}: 262.923187, {0, 14, 2, 3, 1, 3, 11, 29, 21, 35, 49, 63, 53, 51, 55, 33, 41, 23, 27, 23, 45, 39, 59, 37, 51, 61, 47, 33, 19, 5, 13, 9, 2, 0, 6, 20, 42, 38, 24, 30, 8, 22, 26, 18, 26, 22, 44, 38, 52, 62, 48, 56, 38, 36, 22, 26, 8, 10, 2, 9, 27, 5, 0}: 275.507996, {0, 6, 20, 34, 56, 34, 20, 28, 6, 0, 13, 5, 19, 33, 47, 55, 47, 61, 47, 33, 19, 5, 13, 9, 11, 15, 7, 1, 4, 18, 32, 40, 36, 54, 32, 46, 60, 50, 36, 40, 36, 44, 24, 10, 24, 22, 26, 4, 12, 8, 16, 3, 16, 10, 30, 8, 12, 4, 1, 7, 21, 43, 39, 59, 37, 41, 19, 5, 0}: 274.542786, {0, 5, 19, 33, 41, 23, 25, 29, 21, 29, 7, 15, 11, 31, 23, 37, 39, 53, 57, 53, 59, 51, 55, 37, 23, 9, 31, 25, 45, 25, 11, 3, 8, 22, 40, 36, 58, 52, 58, 38, 24, 30, 8, 12, 3, 15, 1, 12, 4, 18, 40, 32, 46, 54, 50, 52, 56, 48, 34, 20, 6, 14, 10, 2, 17, 3, 16, 2, 0}: 274.168121}"
original,8,1000,1000,30,1,2,0.99,2,0.4,ktruss4,147,64,22,635.675,0,1402.68,179.92,1537.22,49.385,201605,3714,"{{0, 13, 9, 31, 25, 29, 25, 45, 39, 57, 49, 57, 53, 59, 51, 55, 47, 61, 47, 33, 41, 37, 59, 39, 25, 29, 7, 15, 3, 2, 9, 2, 16, 8, 16, 3, 11, 25, 45, 37, 41, 23, 9, 13, 0, 6, 0}: 179.920120, {0, 14, 10, 24, 44, 38, 44, 22, 26, 18, 26, 8, 16, 2, 9, 27, 19, 33, 47, 55, 51, 59, 39, 53, 39, 57, 39, 37, 23, 25, 11, 3, 12, 3, 17, 9, 13, 5, 13, 2, 13, 0}: 170.814514, {0, 14, 10, 8, 22, 40, 32, 46, 54, 32, 18, 4, 12, 8, 3, 11, 29, 11, 31, 23, 41, 33, 55, 37, 41, 19, 5, 19, 33, 47, 55, 51, 53, 57, 35, 57, 39, 25, 45, 23, 9, 13, 0}: 178.786835, {0, 6, 14, 10, 30, 24, 44, 36, 40, 32, 18, 4, 12, 8, 12, 1, 7, 21, 29, 11, 15, 7, 21, 43, 35, 21, 29, 25, 45, 37, 51, 61, 51, 55, 51, 37, 23, 31, 11, 17, 9, 13, 0}: 165.778748, {0, 14, 10, 30, 8, 26, 18, 40, 22, 44, 38, 52, 56, 48, 62, 48, 34, 42, 24, 10, 16, 2, 17, 9, 11, 9, 23, 37, 59, 39, 43, 35, 49, 63, 49, 35, 43, 25, 23, 27, 19, 27, 5, 0}: 177.041245, {0, 6, 20, 42, 24, 44, 36, 40, 32, 46, 54, 50, 52, 50, 58, 50, 36, 50, 60, 46, 32, 40, 36, 38, 58, 38, 44, 24, 10, 16, 3, 17, 3, 8, 22, 24, 10, 2, 0, 5, 0}: 171.172180, {0, 6, 20, 28, 24, 30, 10, 30, 22, 36, 54, 36, 38, 42, 34, 48, 62, 52, 56, 38, 24, 22, 26, 4, 1, 4, 26, 8, 26, 22, 36, 58, 38, 42, 38, 56, 48, 34, 20, 28, 10, 2, 0}: 179.883255, {0, 13, 9, 31, 11, 15, 1, 12, 8, 10, 14, 0, 14, 6, 20, 34, 56, 52, 58, 38, 24, 28, 6, 14, 2, 3, 1, 7, 21, 35, 49, 63, 53, 59, 37, 23, 9, 23, 41, 19, 5, 0}: 179.287125}"
original,1,1000,1000,30,1,2,0.99,2,0.4,ktruss5,181,78,26,778.102,0,956.213,956.213,1033.77,45.2487,180908,9968,"{{0, 14, 0, 5, 27, 19, 33, 55, 51, 53, 59, 53, 67, 77, 63, 49, 35, 49, 57, 39, 25, 45, 23, 27, 9, 2, 10, 8, 3, 16, 8, 12, 4, 18, 4, 1, 15, 3, 12, 1, 4, 26, 18, 32, 46, 60, 74, 64, 50, 58, 38, 56, 52, 66, 72, 64, 68, 46, 32, 18, 40, 32, 54, 36, 22, 36, 50, 54, 46, 60, 68, 50, 58, 52, 70, 66, 70, 62, 48, 56, 52, 58, 36, 44, 38, 52, 50, 64, 66, 76, 62, 70, 48, 34, 42, 24, 38, 36, 40, 22, 26, 8, 3, 11, 31, 9, 17, 3, 17, 2, 0, 6, 28, 10, 14, 2, 17, 11, 29, 25, 43, 39, 59, 51, 69, 61, 47, 69, 65, 51, 73, 67, 71, 53, 57, 35, 21, 7, 29, 21, 43, 35, 57, 49, 63, 71, 49, 57, 53, 73, 65, 75, 61, 69, 65, 67, 53, 39, 45, 37, 23, 9, 13, 5, 19, 33, 41, 19, 33, 47, 55, 51, 37, 41, 23, 45, 39, 37, 59, 51, 55, 37, 23, 31, 25, 11, 25, 23, 9, 11, 15, 7, 1, 3, 2, 16, 10, 30, 22, 8, 30, 24, 22, 44, 24, 10, 14, 6, 20, 42, 38, 58, 50, 72, 52, 56, 34, 20, 42, 34, 20, 28, 24, 10, 2, 13, 9, 13, 0}: 956.212830}"
original,2,1000,1000,30,1,2,0.99,2,0.4,ktruss5,181,78,26,778.102,0,1186.96,594.918,1277.92,41.9268,49889.3,6119,"{{0, 6, 20, 34, 20, 28, 24, 10, 24, 44, 36, 40, 22, 40, 18, 4, 12, 3, 11, 25, 39, 53, 73, 65, 69, 61, 47, 33, 55, 37, 45, 39, 25, 11, 3, 2, 16, 8, 30, 22, 8, 12, 4, 1, 7, 29, 11, 15, 1, 4, 26, 22, 36, 50, 64, 66, 70, 62, 76, 62, 48, 70, 66, 64, 68, 64, 74, 60, 46, 68, 46, 32, 54, 32, 40, 36, 38, 42, 20, 28, 10, 16, 10, 8, 3, 11, 31, 9, 27, 23, 37, 55, 51, 69, 51, 59, 39, 43, 35, 49, 63, 49, 71, 67, 53, 51, 37, 23, 9, 2, 13, 5, 27, 23, 41, 33, 41, 37, 59, 39, 43, 25, 23, 9, 11, 17, 3, 16, 2, 0, 6, 28, 24, 42, 34, 56, 34, 20, 6, 14, 0}: 592.037048, {0, 5, 0, 13, 9, 27, 19, 33, 47, 61, 75, 65, 51, 73, 67, 53, 57, 39, 43, 35, 57, 53, 59, 39, 45, 25, 11, 15, 7, 1, 12, 4, 18, 40, 18, 4, 1, 3, 12, 3, 15, 7, 21, 43, 39, 37, 45, 23, 31, 25, 29, 21, 7, 21, 35, 49, 57, 53, 71, 63, 77, 67, 65, 69, 47, 61, 47, 55, 37, 41, 19, 5, 27, 9, 17, 2, 16, 8, 26, 22, 44, 24, 30, 10, 2, 14, 6, 20, 42, 38, 52, 50, 68, 60, 74, 60, 68, 64, 72, 50, 58, 38, 42, 34, 48, 56, 52, 58, 36, 50, 54, 46, 32, 40, 22, 44, 38, 24, 22, 26, 18, 32, 54, 36, 38, 52, 72, 66, 76, 66, 52, 70, 66, 70, 62, 48, 56, 38, 24, 30, 10, 14, 6, 0}: 594.918091}"
original,4,1000,1000,30,1,2,0.99,2,0.4,ktruss5,181,78,26,778.102,0,1483,374.591,1614.68,67.8591,59828.1,6207,"{{0, 6, 0, 13, 9, 17, 3, 15, 11, 29, 21, 35, 49, 63, 71, 67, 65, 75, 61, 69, 65, 51, 53, 73, 53, 39, 53, 67, 71, 49, 35, 43, 25, 11, 31, 23, 37, 41, 33, 41, 19, 27, 9, 11, 17, 2, 3, 12, 1, 3, 8, 22, 44, 22, 26, 8, 16, 2, 13, 0, 6, 20, 42, 38, 56, 48, 34, 48, 70, 66, 52, 58, 36, 54, 36, 40, 18, 4, 1, 7, 29, 25, 39, 37, 23, 9, 13, 5, 0}: 373.556274, {0, 5, 27, 23, 45, 37, 59, 37, 41, 23, 45, 25, 11, 3, 12, 8, 22, 36, 40, 18, 40, 32, 46, 60, 74, 60, 68, 64, 72, 64, 68, 50, 36, 22, 40, 22, 30, 24, 42, 34, 48, 62, 70, 66, 72, 50, 52, 38, 24, 10, 2, 3, 11, 15, 7, 21, 43, 35, 43, 39, 59, 39, 45, 23, 9, 2, 0, 5, 27, 23, 25, 39, 59, 51, 55, 47, 69, 65, 73, 67, 71, 63, 77, 67, 73, 51, 55, 33, 19, 5, 0}: 366.575317, {0, 2, 17, 11, 15, 1, 15, 11, 25, 29, 25, 31, 9, 23, 37, 51, 65, 73, 53, 71, 67, 71, 63, 49, 35, 57, 39, 57, 49, 57, 53, 59, 51, 55, 37, 51, 69, 61, 47, 33, 19, 5, 0, 14, 6, 28, 6, 14, 2, 3, 8, 26, 18, 26, 22, 36, 38, 24, 28, 20, 34, 42, 38, 44, 36, 58, 36, 22, 8, 10, 28, 20, 34, 56, 52, 58, 50, 54, 46, 60, 68, 64, 72, 50, 54, 46, 32, 18, 4, 12, 8, 16, 2, 0}: 374.591400, {0, 14, 10, 24, 38, 52, 70, 62, 70, 66, 64, 50, 54, 32, 18, 26, 4, 1, 7, 21, 35, 21, 7, 15, 3, 16, 10, 24, 28, 24, 30, 8, 16, 3, 17, 9, 27, 19, 33, 47, 55, 51, 73, 53, 57, 53, 51, 69, 51, 37, 41, 37, 45, 25, 31, 9, 13, 2, 10, 24, 38, 36, 40, 32, 46, 68, 60, 68, 64, 74, 64, 72, 52, 70, 48, 70, 62, 76, 66, 52, 58, 38, 44, 24, 22, 30, 10, 14, 6, 0}: 368.278015}"
